"FID","hid_tipo","hid_usr_al","hid_usr_ba","hid_estado","id_inst02","st_length_","Latitud_in","Latitud_fi","Longitud_i","Longitud_f","col_trial"
3350,"Acequia",NA,NA,NA,0,74.2534573613,-68.83835856,-68.83756512,-32.89421879,-32.89423257,"false"
3351,"Acequia",NA,NA,NA,0,115.014299905,-68.83835856,-68.83810001,-32.89421879,-32.89320492,"false"
3352,"Acequia",NA,NA,NA,0,129.766552736,-68.8372595,-68.83587504,-32.89306895,-32.89299968,"false"
3353,"Acequia",NA,NA,NA,0,124.479842011,-68.83587504,-68.83614665,-32.89299968,-32.89409846,"false"
3354,"Acequia",NA,NA,NA,0,116.732392367,-68.83614665,-68.83737011,-32.89409846,-32.89389237,"false"
3355,"Acequia",NA,NA,NA,0,91.9040848952,-68.8372595,-68.83737011,-32.89306895,-32.89389237,"false"
3356,"Acequia",NA,NA,NA,0,19.442101318,-68.838121,-68.83810001,-32.89303051,-32.89320492,"false"
3357,"Acequia",NA,NA,NA,0,249.408204806,-68.84041126,-68.83780841,-32.8948972,-32.89538245,"false"
3358,"Acequia",NA,NA,NA,0,118.750047378,-68.83780841,-68.83756577,-32.89538245,-32.89433144,"false"
3359,"Acequia",NA,NA,NA,0,251.155695045,-68.84024936,-68.83756577,-32.89427912,-32.89433144,"false"
3360,"Acequia",NA,NA,NA,0,70.2010323012,-68.84024936,-68.84041126,-32.89427912,-32.8948972,"false"
3361,"Acequia",NA,NA,NA,0,137.523658807,-68.83984852,-68.83953131,-32.8964731,-32.89526229,"false"
3362,"Acequia",NA,NA,NA,0,88.1864449002,-68.83953131,-68.84045164,-32.89526229,-32.8950907,"false"
3363,"Acequia",NA,NA,NA,0,154.875132381,-68.84080878,-68.84045164,-32.8964543,-32.8950907,"false"
3364,"Acequia",NA,NA,NA,0,89.8685588356,-68.83984852,-68.84080878,-32.8964731,-32.8964543,"false"
3365,"Acequia",NA,NA,NA,0,152.851599148,-68.83947471,-68.83787903,-32.89527005,-32.89556553,"false"
3366,"Acequia",NA,NA,NA,0,110.526456866,-68.83787903,-68.83826888,-32.89556553,-32.89650415,"false"
3367,"Acequia",NA,NA,NA,0,142.527349046,-68.83979199,-68.83826888,-32.89648159,-32.89650415,"false"
3368,"Acequia",NA,NA,NA,0,137.603453301,-68.83979199,-68.83947471,-32.89648159,-32.89527005,"false"
3369,"Acequia",NA,NA,NA,0,121.378557152,-68.83812293,-68.83685553,-32.89661532,-32.89684898,"false"
3370,"Acequia",NA,NA,NA,0,90.0321736493,-68.83685553,-68.83706005,-32.89684898,-32.89764224,"false"
3371,"Acequia",NA,NA,NA,0,85.4287468193,-68.83812293,-68.83850464,-32.89661532,-32.89731508,"false"
3372,"Acequia",NA,NA,NA,0,140.50215953,-68.83850464,-68.83706005,-32.89731508,-32.89764224,"false"
3373,"Acequia",NA,NA,NA,0,155.300515325,-68.83675369,-68.83513102,-32.89686692,-32.89716171,"false"
3374,"Acequia",NA,NA,NA,0,59.188721751,-68.83497871,-68.83435933,-32.89719185,-32.89730045,"false"
3375,"Acequia",NA,NA,NA,0,163.875557919,-68.83435933,-68.83522006,-32.89730045,-32.89858737,"false"
3376,"Acequia",NA,NA,NA,0,155.371057821,-68.83535947,-68.83497871,-32.89855549,-32.89719185,"false"
3377,"Acequia",NA,NA,NA,0,13.5142800494,-68.83535947,-68.83522006,-32.89855549,-32.89858737,"false"
3378,"Acequia",NA,NA,NA,0,86.4201792326,-68.83513102,-68.83532343,-32.89716171,-32.89792386,"false"
3379,"Acequia",NA,NA,NA,0,155.339013776,-68.83695455,-68.83532343,-32.89766243,-32.89792386,"false"
3380,"Acequia",NA,NA,NA,0,90.2030947141,-68.83675369,-68.83695455,-32.89686692,-32.89766243,"false"
3381,"Acequia",NA,NA,NA,0,104.474399188,-68.83768371,-68.83659536,-32.89560234,-32.89581296,"false"
3382,"Acequia",NA,NA,NA,0,106.13482363,-68.83659536,-68.8368382,-32.89581296,-32.89674778,"false"
3383,"Acequia",NA,NA,NA,0,107.751370655,-68.83806467,-68.83768371,-32.89651923,-32.89560234,"false"
3384,"Acequia",NA,NA,NA,0,117.517470092,-68.83806467,-68.8368382,-32.89651923,-32.89674778,"false"
3385,"Acequia",NA,NA,NA,0,145.459975771,-68.83858233,-68.83708622,-32.8973973,-32.89772709,"false"
3386,"Acequia",NA,NA,NA,0,199.887645918,-68.83708622,-68.83754566,-32.89772709,-32.89948728,"false"
3387,"Acequia",NA,NA,NA,0,212.617831374,-68.83754566,-68.83979829,-32.89948728,-32.89923408,"false"
3388,"Acequia",NA,NA,NA,0,233.347089393,-68.83858233,-68.83979829,-32.8973973,-32.89923408,"false"
3389,"Acequia",NA,NA,NA,0,81.6260607156,-68.8388843,-68.83974903,-32.89945853,-32.89936077,"false"
3390,"Acequia",NA,NA,NA,0,101.093729222,-68.83866255,-68.83759109,-32.89948019,-32.89959809,"false"
3391,"Acequia",NA,NA,NA,0,123.06167073,-68.83737725,-68.83607384,-32.89962358,-32.89977265,"false"
3392,"Acequia",NA,NA,NA,0,135.164982211,-68.83599261,-68.83742378,-32.89965803,-32.89949165,"false"
3393,"Acequia",NA,NA,NA,0,81.5237231648,-68.83724388,-68.83742378,-32.8987724,-32.89949165,"false"
3394,"Acequia",NA,NA,NA,0,153.884192803,-68.83563927,-68.83724388,-32.89907714,-32.8987724,"false"
3395,"Acequia",NA,NA,NA,0,76.0994473046,-68.83599261,-68.83563927,-32.89965803,-32.89907714,"false"
3396,"Acequia",NA,NA,NA,0,74.2479269704,-68.83697994,-68.83620492,-32.89775165,-32.89789558,"false"
3397,"Acequia",NA,NA,NA,0,105.194580952,-68.83620492,-68.83644692,-32.89789558,-32.89882188,"false"
3398,"Acequia",NA,NA,NA,0,74.2468445827,-68.83722195,-68.83644692,-32.89867799,-32.89882188,"false"
3399,"Acequia",NA,NA,NA,0,105.199462088,-68.83697994,-68.83722195,-32.89775165,-32.89867799,"false"
3400,"Acequia",NA,NA,NA,0,71.3241190521,-68.83535611,-68.83610118,-32.89804153,-32.89790547,"false"
3401,"Acequia",NA,NA,NA,0,106.013740244,-68.83610118,-68.83634099,-32.89790547,-32.89883973,"false"
3402,"Acequia",NA,NA,NA,0,71.3250285331,-68.83634099,-68.8355959,-32.89883973,-32.8989758,"false"
3403,"Acequia",NA,NA,NA,0,106.014155933,-68.8355959,-68.83535611,-32.8989758,-32.89804153,"false"
3404,"Acequia",NA,NA,NA,0,156.992213004,-68.83649382,-68.83485597,-32.89582095,-32.89612849,"false"
3405,"Acequia",NA,NA,NA,0,106.659972013,-68.83485597,-68.83510363,-32.89612849,-32.89706726,"false"
3406,"Acequia",NA,NA,NA,0,156.992439088,-68.83510363,-68.83674144,-32.89706726,-32.89675948,"false"
3407,"Acequia",NA,NA,NA,0,106.633376714,-68.83649382,-68.83674144,-32.89582095,-32.89675948,"false"
3408,"Acequia",NA,NA,NA,0,114.524194543,-68.83451175,-68.83457847,-32.89278853,-32.89381964,"false"
3409,"Acequia",NA,NA,NA,0,187.925702689,-68.83474602,-68.83428158,-32.89614843,-32.89722084,"false"
3410,"Acequia",NA,NA,NA,0,68.8009791245,-68.83499857,-68.83428158,-32.89708306,-32.89722084,"false"
3411,"Acequia",NA,NA,NA,0,106.313257145,-68.83499857,-68.83474602,-32.89708306,-32.89614843,"false"
3412,"Acequia",NA,NA,NA,0,123.367470473,-68.83696557,-68.83565252,-32.8897513,-32.88985201,"false"
3413,"Acequia",NA,NA,NA,0,130.247840901,-68.83565252,-68.83570512,-32.88985201,-32.8910256,"false"
3414,"Acequia",NA,NA,NA,0,124.281118135,-68.83702665,-68.83570512,-32.89091646,-32.8910256,"false"
3415,"Acequia",NA,NA,NA,0,129.346244639,-68.83702665,-68.83696557,-32.89091646,-32.8897513,"false"
3416,"Acequia",NA,NA,NA,0,105.360258301,-68.83559796,-68.83447403,-32.8910305,-32.89108846,"false"
3417,"Acequia",NA,NA,NA,0,128.221746717,-68.83447403,-68.83438522,-32.89108846,-32.88993473,"false"
3418,"Acequia",NA,NA,NA,0,109.037356349,-68.83554714,-68.83438522,-32.88985982,-32.88993473,"false"
3419,"Acequia",NA,NA,NA,0,129.918500839,-68.83554714,-68.83559796,-32.88985982,-32.8910305,"false"
3420,"Acequia",NA,NA,NA,0,135.266104497,-68.83429279,-68.83285347,-32.88993711,-32.89005085,"false"
3421,"Acequia",NA,NA,NA,0,127.987014716,-68.83285347,-68.83291015,-32.89005085,-32.89120391,"false"
3422,"Acequia",NA,NA,NA,0,138.759011848,-68.83438803,-68.83291015,-32.89110021,-32.89120391,"false"
3423,"Acequia",NA,NA,NA,0,129.298065682,-68.83438803,-68.83429279,-32.89110021,-32.88993711,"false"
3424,"Acequia",NA,NA,NA,0,110.707900817,-68.83275489,-68.83157558,-32.89006672,-32.89014731,"false"
3425,"Acequia",NA,NA,NA,0,125.719337588,-68.83157558,-68.83164249,-32.89014731,-32.8912795,"false"
3426,"Acequia",NA,NA,NA,0,127.001609259,-68.83275489,-68.83281183,-32.89006672,-32.89121087,"false"
3427,"Acequia",NA,NA,NA,0,83.3397814269,-68.83148349,-68.83059583,-32.89017395,-32.89023569,"false"
3428,"Acequia",NA,NA,NA,0,124.639782196,-68.83059583,-68.83090852,-32.89023569,-32.89132815,"false"
3429,"Acequia",NA,NA,NA,0,59.7928762133,-68.83090852,-68.83154645,-32.89132815,-32.89129643,"false"
3430,"Acequia",NA,NA,NA,0,124.626261763,-68.83148349,-68.83154645,-32.89017395,-32.89129643,"false"
3431,"Acequia",NA,NA,NA,0,109.676736585,-68.83164249,-68.83281183,-32.8912795,-32.89121087,"false"
3432,"Acequia",NA,NA,NA,0,101.76756328,-68.83714708,-68.83823141,-32.89100386,-32.89093253,"false"
3433,"Acequia",NA,NA,NA,0,220.979136097,-68.83823141,-68.83814,-32.89093253,-32.89292359,"false"
3434,"Acequia",NA,NA,NA,0,82.3680109927,-68.83726099,-68.83814,-32.89288316,-32.89292359,"false"
3435,"Acequia",NA,NA,NA,0,208.699341168,-68.83726099,-68.83714708,-32.89288316,-32.89100386,"false"
3436,"Acequia",NA,NA,NA,0,119.547011447,-68.83697501,-68.83570166,-32.89100421,-32.89109254,"false"
3437,"Acequia",NA,NA,NA,0,193.327320365,-68.83570166,-68.83579741,-32.89109254,-32.89283388,"false"
3438,"Acequia",NA,NA,NA,0,112.585139745,-68.83699841,-68.83579741,-32.89289612,-32.89283388,"false"
3439,"Acequia",NA,NA,NA,0,196.073308064,-68.83703996,-68.83713711,-32.89105201,-32.89281808,"false"
3440,"Acequia",NA,NA,NA,0,103.549071087,-68.83560367,-68.83450004,-32.89111174,-32.89118081,"false"
3441,"Acequia",NA,NA,NA,0,163.901122541,-68.83450004,-68.83458497,-32.89118081,-32.89265695,"false"
3442,"Acequia",NA,NA,NA,0,106.379540674,-68.83458497,-68.83569576,-32.89265695,-32.89286148,"false"
3443,"Acequia",NA,NA,NA,0,194.242464995,-68.83569576,-68.83560367,-32.89286148,-32.89111174,"false"
3444,"Acequia",NA,NA,NA,0,257.71964598,-68.83440195,-68.83165528,-32.89119969,-32.89137316,"false"
3445,"Acequia",NA,NA,NA,0,91.8887349966,-68.83165528,-68.831708,-32.89137316,-32.89220052,"false"
3446,"Acequia",NA,NA,NA,0,245.431458241,-68.83189163,-68.83450081,-32.89262216,-32.89263355,"false"
3447,"Acequia",NA,NA,NA,0,159.287932435,-68.83450081,-68.83440195,-32.89263355,-32.89119969,"false"
3448,"Acequia",NA,NA,NA,0,141.722827221,-68.83451175,-68.83299972,-32.89278853,-32.89286407,"false"
3449,"Acequia",NA,NA,NA,0,136.018293979,-68.83299972,-68.83304955,-32.89286407,-32.89408981,"false"
3450,"Acequia",NA,NA,NA,0,146.15710336,-68.83457847,-68.83304955,-32.89381964,-32.89408981,"false"
3451,"Acequia",NA,NA,NA,0,67.2880426842,-68.83531402,-68.83461225,-32.89296365,-32.89283107,"false"
3452,"Acequia",NA,NA,NA,0,107.586287978,-68.83461225,-68.83467625,-32.89283107,-32.89379966,"false"
3453,"Acequia",NA,NA,NA,0,52.6251877415,-68.83467625,-68.83522636,-32.89379966,-32.89370085,"false"
3454,"Acequia",NA,NA,NA,0,82.1683544274,-68.83531402,-68.83522636,-32.89296365,-32.89370085,"false"
3455,"Acequia",NA,NA,NA,0,142.127952392,-68.83537654,-68.83521561,-32.89297038,-32.89424472,"false"
3456,"Acequia",NA,NA,NA,0,77.7037644439,-68.83521561,-68.83602867,-32.89424472,-32.89410195,"false"
3457,"Acequia",NA,NA,NA,0,126.184008912,-68.83574109,-68.83602867,-32.89299033,-32.89410195,"false"
3458,"Acequia",NA,NA,NA,0,34.1808537015,-68.83574109,-68.83537654,-32.89299033,-32.89297038,"false"
3459,"Acequia",NA,NA,NA,0,51.0989859654,-68.83521238,-68.83467743,-32.89379315,-32.89388593,"false"
3460,"Acequia",NA,NA,NA,0,109.651655822,-68.83467743,-68.83474265,-32.89388593,-32.89487311,"false"
3461,"Acequia",NA,NA,NA,0,33.6026284158,-68.83509221,-68.83474265,-32.89480359,-32.89487311,"false"
3462,"Acequia",NA,NA,NA,0,112.622872727,-68.83509221,-68.83521238,-32.89480359,-32.89379315,"false"
3463,"Acequia",NA,NA,NA,0,83.2282177934,-68.83518563,-68.83605755,-32.8943547,-32.89420614,"false"
3464,"Acequia",NA,NA,NA,0,105.342437257,-68.83605755,-68.83629764,-32.89420614,-32.89513415,"false"
3465,"Acequia",NA,NA,NA,0,71.5692528264,-68.83629764,-68.8355447,-32.89513415,-32.89524791,"false"
3466,"Acequia",NA,NA,NA,0,143.486747305,-68.83546723,-68.83518563,-32.89526092,-32.8943547,"false"
3467,"Acequia",NA,NA,NA,0,32.2722296832,-68.83508492,-68.83474611,-32.89488833,-32.89494288,"false"
3468,"Acequia",NA,NA,NA,0,46.9856035099,-68.83477406,-68.83474611,-32.89536589,-32.89494288,"false"
3469,"Acequia",NA,NA,NA,0,24.5788545017,-68.83503273,-68.83477406,-32.89532721,-32.89536589,"false"
3470,"Acequia",NA,NA,NA,0,48.9178276517,-68.83508492,-68.83503273,-32.89488833,-32.89532721,"false"
3471,"Acequia",NA,NA,NA,0,104.987593448,-68.83643461,-68.83753862,-32.89517437,-32.89500509,"false"
3472,"Acequia",NA,NA,NA,0,104.609448347,-68.83654153,-68.83763326,-32.89560831,-32.89540479,"false"
3473,"Acequia",NA,NA,NA,0,107.524761409,-68.8373539,-68.83753091,-32.8939905,-32.89494847,"false"
3474,"Acequia",NA,NA,NA,0,17.787150439,-68.83683222,-68.8368027,-32.89489914,-32.89505758,"false"
3475,"Acequia",NA,NA,NA,0,36.6549473996,-68.8368027,-68.83641667,-32.89505758,-32.89511391,"false"
3476,"Acequia",NA,NA,NA,0,105.181714313,-68.83641667,-68.83617294,-32.89511391,-32.89418805,"false"
3477,"Acequia",NA,NA,NA,0,112.647814339,-68.83617294,-68.8373539,-32.89418805,-32.8939905,"false"
3478,"Acequia",NA,NA,NA,0,49.2187918529,-68.83643461,-68.83654153,-32.89517437,-32.89560831,"false"
3479,"Acequia",NA,NA,NA,0,45.2039835967,-68.83753862,-68.83763326,-32.89500509,-32.89540479,"false"
3480,"Acequia",NA,NA,NA,0,64.1478005684,-68.83753091,-68.83685534,-32.89494847,-32.89504705,"false"
3481,"Acequia",NA,NA,NA,0,17.5699609302,-68.83689385,-68.83685534,-32.894892,-32.89504705,"false"
3482,"Acequia",NA,NA,NA,0,231.263524617,-68.8328788,-68.83234875,-32.8928711,-32.89422904,"false"
3483,"Acequia",NA,NA,NA,0,55.063924661,-68.83292373,-68.83234875,-32.8941232,-32.89422904,"false"
3484,"Acequia",NA,NA,NA,0,138.925345028,-68.8328788,-68.83292373,-32.8928711,-32.8941232,"false"
3485,"Acequia",NA,NA,NA,0,148.578607541,-68.83303467,-68.83458891,-32.89418238,-32.89390774,"false"
3486,"Acequia",NA,NA,NA,0,109.240353254,-68.83303467,-68.83305485,-32.89418238,-32.89516724,"false"
3487,"Acequia",NA,NA,NA,0,152.800195812,-68.83305485,-68.83465173,-32.89516724,-32.89487866,"false"
3488,"Acequia",NA,NA,NA,0,107.838164313,-68.83458891,-68.83465173,-32.89390774,-32.89487866,"false"
3489,"Acequia",NA,NA,NA,0,152.311921775,-68.83305802,-68.83464685,-32.89524517,-32.89494614,"false"
3490,"Acequia",NA,NA,NA,0,111.813245503,-68.83464685,-68.83471345,-32.89494614,-32.89595278,"false"
3491,"Acequia",NA,NA,NA,0,107.416391022,-68.82126194,-68.82011574,-32.86712301,-32.86717241,"false"
3492,"Acequia",NA,NA,NA,0,75.6462608938,-68.82135711,-68.82126194,-32.86780036,-32.86712301,"false"
3493,"Acequia",NA,NA,NA,0,203.320970621,-68.83471345,-68.83305802,-32.89595278,-32.89524517,"false"
3494,"Acequia",NA,NA,NA,0,102.258188123,-68.8323869,-68.83295896,-32.89429904,-32.8950847,"false"
3495,"Acequia",NA,NA,NA,0,97.6283192125,-68.83292738,-68.83295896,-32.89420479,-32.8950847,"false"
3496,"Acequia",NA,NA,NA,0,51.6392510253,-68.83292738,-68.8323869,-32.89420479,-32.89429904,"false"
3497,"Acequia",NA,NA,NA,0,290.923070759,-68.83077674,-68.83154687,-32.89154598,-32.89138035,"false"
3498,"Acequia",NA,NA,NA,0,61.6840653713,-68.83154687,-68.83088967,-32.89138035,-32.89142415,"false"
3499,"Acequia",NA,NA,NA,0,143.979229625,-68.8363096,-68.83479543,-32.89519677,-32.89542831,"false"
3500,"Acequia",NA,NA,NA,0,55.365271424,-68.83479543,-68.83483184,-32.89542831,-32.89592659,"false"
3501,"Acequia",NA,NA,NA,0,152.595158598,-68.83483184,-68.83642593,-32.89592659,-32.89563579,"false"
3502,"Acequia",NA,NA,NA,0,49.8895714453,-68.8363096,-68.83642593,-32.89519677,-32.89563579,"false"
3503,"Acequia",NA,NA,NA,0,109.01551343,-68.84344264,-68.84318741,-32.8909945,-32.89003539,"false"
3504,"Acequia",NA,NA,NA,0,51.4518718688,-68.84167524,-68.84172451,-32.86429087,-32.86475294,"false"
3505,"Acequia",NA,NA,NA,0,12.4156025362,-68.84173145,-68.84170586,-32.86495802,-32.86484817,"false"
3506,"Acequia",NA,NA,NA,0,17.7254235966,-68.84198411,-68.84179669,-32.86482094,-32.8648439,"false"
3507,"Acequia",NA,NA,NA,0,67.478287787,-68.84018657,-68.84084186,-32.86426789,-32.8642465,"false"
3508,"Acequia",NA,NA,NA,0,106.314407444,-68.83606679,-68.83495591,-32.86778667,-32.86798688,"false"
3509,"Acequia",NA,NA,NA,0,117.487862364,-68.83481658,-68.8335831,-32.86800674,-32.86820341,"false"
3510,"Acequia",NA,NA,NA,0,116.089933795,-68.83361772,-68.83483843,-32.86826399,-32.8680784,"false"
3511,"Acequia",NA,NA,NA,0,93.2710650203,-68.83483843,-68.83504253,-32.8680784,-32.86890159,"false"
3512,"Acequia",NA,NA,NA,0,98.1583189416,-68.8338399,-68.83361772,-32.86912854,-32.86826399,"false"
3513,"Acequia",NA,NA,NA,0,108.573538819,-68.83518404,-68.83632752,-32.86897286,-32.86880786,"false"
3514,"Acequia",NA,NA,NA,0,104.890066696,-68.82450341,-68.82461394,-32.87020609,-32.87114726,"false"
3515,"Acequia",NA,NA,NA,0,110.364941409,-68.82461394,-68.82579309,-32.87114726,-32.87113373,"false"
3516,"Acequia",NA,NA,NA,0,112.160858149,-68.82570175,-68.82450341,-32.87019415,-32.87020609,"false"
3517,"Acequia",NA,NA,NA,0,117.950608396,-68.82322689,-68.82448704,-32.8711715,-32.87115485,"false"
3518,"Acequia",NA,NA,NA,0,105.555428313,-68.82448704,-68.82437704,-32.87115485,-32.8702076,"false"
3519,"Acequia",NA,NA,NA,0,105.174351706,-68.82311014,-68.82322689,-32.87022829,-32.8711715,"false"
3520,"Acequia",NA,NA,NA,0,118.591184503,-68.82437704,-68.82311014,-32.8702076,-32.87022829,"false"
3521,"Acequia",NA,NA,NA,0,115.684506995,-68.82410829,-68.8253443,-32.86652786,-32.86652272,"false"
3522,"Acequia",NA,NA,NA,0,70.6653936571,-68.82417465,-68.82410829,-32.86716258,-32.86652786,"false"
3523,"Acequia",NA,NA,NA,0,73.2872235311,-68.82398607,-68.82406613,-32.86652083,-32.86717819,"false"
3524,"Acequia",NA,NA,NA,0,2.16972552181,-68.82268168,-68.82270004,-32.86654136,-32.86652941,"false"
3525,"Acequia",NA,NA,NA,0,79.1867253216,-68.82269472,-68.82268168,-32.86723404,-32.86654136,"false"
3526,"Acequia",NA,NA,NA,0,30.6852825123,-68.82406613,-68.82373843,-32.86717819,-32.86718685,"false"
3527,"Acequia",NA,NA,NA,0,69.451734469,-68.82424601,-68.82418297,-32.86787013,-32.86724616,"false"
3528,"Acequia",NA,NA,NA,0,126.449293,-68.82271366,-68.82406315,-32.86732082,-32.86726593,"false"
3529,"Acequia",NA,NA,NA,0,66.5971583257,-68.82406315,-68.82412698,-32.86726593,-32.86786401,"false"
3530,"Acequia",NA,NA,NA,0,63.2602021882,-68.82186749,-68.82254311,-32.86700972,-32.86699329,"false"
3531,"Acequia",NA,NA,NA,0,37.3569584771,-68.82254311,-68.82250842,-32.86699329,-32.86665772,"false"
3532,"Acequia",NA,NA,NA,0,75.3733239882,-68.82150236,-68.82139994,-32.86779622,-32.8671221,"false"
3533,"Acequia",NA,NA,NA,0,72.9086933974,-68.8225446,-68.82263586,-32.86709361,-32.8677465,"false"
3534,"Acequia",NA,NA,NA,0,70.4377485198,-68.81890619,-68.81886939,-32.86788046,-32.86724609,"false"
3535,"Acequia",NA,NA,NA,0,74.2616053804,-68.81997786,-68.82006263,-32.86717205,-32.86783783,"false"
3536,"Acequia",NA,NA,NA,0,71.948933855,-68.81748194,-68.81734721,-32.86806549,-32.86742677,"false"
3537,"Acequia",NA,NA,NA,0,67.50028701,-68.81874448,-68.81877859,-32.86726485,-32.86787282,"false"
3538,"Acequia",NA,NA,NA,0,66.3793886261,-68.81751293,-68.81770923,-32.86817122,-32.86874405,"false"
3539,"Acequia",NA,NA,NA,0,80.3381643869,-68.81889699,-68.81879683,-32.86870767,-32.86798821,"false"
3540,"Acequia",NA,NA,NA,0,158.382708891,-68.85138996,-68.85126315,-32.86330928,-32.8647334,"false"
3541,"Acequia",NA,NA,NA,0,158.585831382,-68.85115642,-68.85128833,-32.86472504,-32.86329942,"false"
3542,"Acequia",NA,NA,NA,0,108.318000889,-68.82265647,-68.82150002,-32.86785615,-32.86789447,"false"
3543,"Acequia",NA,NA,NA,0,81.2241374414,-68.82275588,-68.82265647,-32.86858372,-32.86785615,"false"
3544,"Acequia",NA,NA,NA,0,81.0269220233,-68.82150002,-68.82159806,-32.86789447,-32.86862038,"false"
3545,"Acequia",NA,NA,NA,0,80.8936961847,-68.82147488,-68.8213805,-32.86862356,-32.86789851,"false"
3546,"Acequia",NA,NA,NA,0,81.2439348343,-68.82022831,-68.82031411,-32.86793471,-32.8686637,"false"
3547,"Acequia",NA,NA,NA,0,108.221451233,-68.82008093,-68.81892566,-32.86793484,-32.86797612,"false"
3548,"Acequia",NA,NA,NA,0,81.1005358856,-68.82018361,-68.82008093,-32.86866097,-32.86793484,"false"
3549,"Acequia",NA,NA,NA,0,79.0248638881,-68.81892566,-68.81901376,-32.86797612,-32.86868479,"false"
3550,"Acequia",NA,NA,NA,0,88.0617359186,-68.81774064,-68.81815579,-32.86884694,-32.86955952,"false"
3551,"Acequia",NA,NA,NA,0,79.8580917425,-68.81815579,-68.81900868,-32.86955952,-32.86953797,"false"
3552,"Acequia",NA,NA,NA,0,81.0251259133,-68.81904709,-68.81912926,-32.86880386,-32.86953115,"false"
3553,"Acequia",NA,NA,NA,0,81.2732383718,-68.82030156,-68.82020434,-32.86949669,-32.86876846,"false"
3554,"Acequia",NA,NA,NA,0,80.5601926207,-68.82157778,-68.82146773,-32.86944706,-32.86872661,"false"
3555,"Acequia",NA,NA,NA,0,80.3689689039,-68.82032567,-68.82041869,-32.86876523,-32.86948565,"false"
3556,"Acequia",NA,NA,NA,0,108.270637228,-68.82170778,-68.82286423,-32.86943384,-32.86940806,"false"
3557,"Acequia",NA,NA,NA,0,80.1646954051,-68.82286423,-68.82276697,-32.86940806,-32.86868989,"false"
3558,"Acequia",NA,NA,NA,0,78.9311391422,-68.82160955,-68.82170778,-32.86872697,-32.86943384,"false"
3559,"Acequia",NA,NA,NA,0,42.2622550125,-68.82290972,-68.82296204,-32.86876255,-32.86914106,"false"
3560,"Acequia",NA,NA,NA,0,122.263629847,-68.82429855,-68.82299254,-32.86943481,-32.86946068,"false"
3561,"Acequia",NA,NA,NA,0,71.2706621205,-68.82280533,-68.82288887,-32.86802344,-32.8686622,"false"
3562,"Acequia",NA,NA,NA,0,76.6392531689,-68.82420971,-68.82412775,-32.86865706,-32.86796948,"false"
3563,"Acequia",NA,NA,NA,0,114.190690118,-68.8255475,-68.82432807,-32.86863089,-32.86866482,"false"
3564,"Acequia",NA,NA,NA,0,77.7327432829,-68.82432807,-68.82426434,-32.86866482,-32.86796597,"false"
3565,"Acequia",NA,NA,NA,0,81.2549162382,-68.8254626,-68.8255475,-32.86790174,-32.86863089,"false"
3566,"Acequia",NA,NA,NA,0,113.604928476,-68.82434858,-68.82556219,-32.86875653,-32.86873698,"false"
3567,"Acequia",NA,NA,NA,0,76.79638196,-68.82442522,-68.82434858,-32.86944597,-32.86875653,"false"
3568,"Acequia",NA,NA,NA,0,67.4377011935,-68.82451594,-68.82443397,-32.87012719,-32.86952305,"false"
3569,"Acequia",NA,NA,NA,0,66.9848365277,-68.82563322,-68.82568506,-32.86950618,-32.87010859,"false"
3570,"Acequia",NA,NA,NA,0,66.9072545653,-68.82430115,-68.82437486,-32.86952611,-32.87012619,"false"
3571,"Acequia",NA,NA,NA,0,66.7483786657,-68.82308868,-68.82301615,-32.8701479,-32.86954959,"false"
3572,"Acequia",NA,NA,NA,0,68.1841234325,-68.82181587,-68.82171817,-32.87015973,-32.86955047,"false"
3573,"Acequia",NA,NA,NA,0,69.2304290739,-68.82288132,-68.82296219,-32.86951064,-32.87013115,"false"
3574,"Acequia",NA,NA,NA,0,68.6175773697,-68.82159313,-68.82166959,-32.86954857,-32.87016391,"false"
3575,"Acequia",NA,NA,NA,0,68.9152730468,-68.82053457,-68.82043676,-32.87020659,-32.86959069,"false"
3576,"Acequia",NA,NA,NA,0,69.4559684497,-68.82031841,-68.82037646,-32.86959309,-32.87021745,"false"
3577,"Acequia",NA,NA,NA,0,68.0683775352,-68.81921826,-68.81914623,-32.87024148,-32.86963073,"false"
3578,"Acequia",NA,NA,NA,0,77.2233491785,-68.81818851,-68.81901308,-32.86965977,-32.86963442,"false"
3579,"Acequia",NA,NA,NA,0,23.7421077384,-68.81887295,-68.81912649,-32.87035008,-32.87034288,"false"
3580,"Acequia",NA,NA,NA,0,109.216439264,-68.82040752,-68.81924116,-32.87031255,-32.87034419,"false"
3581,"Acequia",NA,NA,NA,0,105.788871514,-68.82051619,-68.82040752,-32.87126202,-32.87031255,"false"
3582,"Acequia",NA,NA,NA,0,82.3096368209,-68.81963761,-68.82051619,-32.87128891,-32.87126202,"false"
3583,"Acequia",NA,NA,NA,0,110.563403734,-68.82184788,-68.82169374,-32.87123312,-32.8702447,"false"
3584,"Acequia",NA,NA,NA,0,107.701752818,-68.82182407,-68.82297463,-32.87025699,-32.87023789,"false"
3585,"Acequia",NA,NA,NA,0,117.428889976,-68.824496,-68.82324161,-32.87124765,-32.8712721,"false"
3586,"Acequia",NA,NA,NA,0,115.054951373,-68.82336031,-68.82458917,-32.87215758,-32.87212728,"false"
3587,"Acequia",NA,NA,NA,0,25.2572276939,-68.8219552,-68.82222483,-32.87131759,-32.87130792,"false"
