"FID","hid_tipo","hid_usr_al","hid_usr_ba","hid_estado","id_inst02","st_length_","Latitud_in","Latitud_fi","Longitud_i","Longitud_f","col_trial"
0,"Acequia",NA,NA,NA,0,130.124329896,-68.85263538,-68.85232611,-32.88378454,-32.88264061,"false"
1,"Acequia",NA,NA,NA,0,116.203726631,-68.8516057,-68.85167253,-32.88277542,-32.88381991,"false"
2,"Acequia",NA,NA,NA,0,154.610739984,-68.85245435,-68.85406664,-32.88261911,-32.88231447,"false"
3,"Acequia",NA,NA,NA,0,159.465877939,-68.85406664,-68.85442945,-32.88231447,-32.88371939,"false"
4,"Acequia",NA,NA,NA,0,182.861983567,-68.8560191,-68.85558904,-32.8836421,-32.88203368,"false"
5,"Acequia",NA,NA,NA,0,160.535596968,-68.85418944,-68.85454206,-32.88229042,-32.88370705,"false"
6,"Acequia",NA,NA,NA,0,200.398538408,-68.85720579,-68.85674446,-32.88357455,-32.88181,"false"
7,"Acequia",NA,NA,NA,0,184.542149453,-68.85571443,-68.85612385,-32.88200649,-32.88363424,"false"
8,"Acequia",NA,NA,NA,0,124.262389771,-68.85732886,-68.85865477,-32.88357768,-32.88351588,"false"
9,"Acequia",NA,NA,NA,0,60.5829435688,-68.85719509,-68.85732886,-32.8830432,-32.88357768,"false"
10,"Acequia",NA,NA,NA,0,147.691348481,-68.85856693,-68.85810295,-32.88282599,-32.88155548,"false"
11,"Acequia",NA,NA,NA,0,132.591137814,-68.85686249,-68.85717991,-32.88178662,-32.8829518,"false"
12,"Acequia",NA,NA,NA,0,163.96124824,-68.86051157,-68.85876059,-32.88344811,-32.88350266,"false"
13,"Acequia",NA,NA,NA,0,160.054828499,-68.86026403,-68.85859921,-32.88214429,-32.88247522,"false"
14,"Acequia",NA,NA,NA,0,106.56168693,-68.8600729,-68.86026403,-32.88119706,-32.88214429,"false"
15,"Acequia",NA,NA,NA,0,291.765670557,-68.85815016,-68.85984124,-32.88143489,-32.88009753,"false"
16,"Acequia",NA,NA,NA,0,201.070207058,-68.85984124,-68.8577423,-32.88009753,-32.88048522,"false"
17,"Acequia",NA,NA,NA,0,240.819157275,-68.85868105,-68.85720972,-32.88015757,-32.87921657,"false"
18,"Acequia",NA,NA,NA,0,132.659680554,-68.85720972,-68.8576879,-32.87921657,-32.88034265,"false"
19,"Acequia",NA,NA,NA,0,132.885031219,-68.85757916,-68.85709755,-32.88037429,-32.87924709,"false"
20,"Acequia",NA,NA,NA,0,130.521973665,-68.85623918,-68.8565386,-32.87941063,-32.88056009,"false"
21,"Acequia",NA,NA,NA,0,99.5312218064,-68.8565386,-68.85757916,-32.88056009,-32.88037429,"false"
22,"Acequia",NA,NA,NA,0,101.089058717,-68.85763168,-68.85657548,-32.88052204,-32.88071332,"false"
23,"Acequia",NA,NA,NA,0,110.677143927,-68.85657548,-68.8568395,-32.88071332,-32.88168611,"false"
24,"Acequia",NA,NA,NA,0,111.887977501,-68.85803029,-68.85763168,-32.88147321,-32.88052204,"false"
25,"Acequia",NA,NA,NA,0,111.420705569,-68.856462,-68.85670782,-32.88073,-32.88171303,"false"
26,"Acequia",NA,NA,NA,0,109.734439859,-68.85569937,-68.85543997,-32.88189605,-32.8809311,"false"
27,"Acequia",NA,NA,NA,0,98.2059934779,-68.85543997,-68.856462,-32.8809311,-32.88073,"false"
28,"Acequia",NA,NA,NA,0,135.395201854,-68.85531817,-68.85390721,-32.8809477,-32.88121799,"false"
29,"Acequia",NA,NA,NA,0,135.065035098,-68.8541652,-68.8555769,-32.88218187,-32.88192825,"false"
30,"Acequia",NA,NA,NA,0,111.408261587,-68.8555769,-68.85531817,-32.88192825,-32.8809477,"false"
31,"Acequia",NA,NA,NA,0,155.40510712,-68.85379188,-68.85216948,-32.88124678,-32.88154596,"false"
32,"Acequia",NA,NA,NA,0,153.926481841,-68.85242663,-68.85403105,-32.8825174,-32.88221133,"false"
33,"Acequia",NA,NA,NA,0,111.000517937,-68.85205657,-68.85230283,-32.88156076,-32.88253984,"false"
34,"Acequia",NA,NA,NA,0,70.0365733609,-68.85230283,-68.85157129,-32.88253984,-32.88267328,"false"
35,"Acequia",NA,NA,NA,0,111.737266119,-68.85157129,-68.85140213,-32.88267328,-32.88167592,"false"
36,"Acequia",NA,NA,NA,0,131.25660201,-68.8511262,-68.85138817,-32.88037063,-32.88152935,"false"
37,"Acequia",NA,NA,NA,0,130.237644842,-68.85201065,-68.85170634,-32.88140711,-32.88026119,"false"
38,"Acequia",NA,NA,NA,0,5.13373214143,-68.85117932,-68.8511262,-32.88035907,-32.88037063,"false"
39,"Acequia",NA,NA,NA,0,160.532082072,-68.85182602,-68.85346371,-32.88023624,-32.87997664,"false"
40,"Acequia",NA,NA,NA,0,154.077903727,-68.85374983,-68.85214238,-32.88108749,-32.88138831,"false"
41,"Acequia",NA,NA,NA,0,83.1667751922,-68.85202644,-68.85182602,-32.88096683,-32.88023624,"false"
42,"Acequia",NA,NA,NA,0,108.397734746,-68.85316352,-68.8534145,-32.87887682,-32.87983101,"false"
43,"Acequia",NA,NA,NA,0,262.68103487,-68.85527514,-68.85499348,-32.8807981,-32.87964699,"false"
44,"Acequia",NA,NA,NA,0,137.166077226,-68.85499348,-68.85356112,-32.87964699,-32.87990951,"false"
45,"Acequia",NA,NA,NA,0,130.744896609,-68.85640883,-68.8561295,-32.88058479,-32.87942967,"false"
46,"Acequia",NA,NA,NA,0,5.183156081,-68.85515685,-68.85510678,-32.87960853,-32.8796285,"false"
47,"Acequia",NA,NA,NA,0,131.638921062,-68.85848409,-68.85879893,-32.87898255,-32.88013942,"false"
48,"Acequia",NA,NA,NA,0,108.350773711,-68.85114834,-68.85140451,-32.87813917,-32.87909195,"false"
49,"Acequia",NA,NA,NA,0,76.0401531133,-68.85140451,-68.85061129,-32.87909195,-32.87924067,"false"
50,"Acequia",NA,NA,NA,0,90.0257212368,-68.85114834,-68.85021032,-32.87813917,-32.87831928,"false"
51,"Acequia",NA,NA,NA,0,108.856263131,-68.85021032,-68.85061129,-32.87831928,-32.87924067,"false"
52,"Acequia",NA,NA,NA,0,109.626466561,-68.85124466,-68.85151059,-32.8781174,-32.87908009,"false"
53,"Acequia",NA,NA,NA,0,155.895492485,-68.85151059,-68.85313666,-32.87908009,-32.87877455,"false"
54,"Acequia",NA,NA,NA,0,109.820846505,-68.85313666,-68.85287974,-32.87877455,-32.87780832,"false"
55,"Acequia",NA,NA,NA,0,156.806846151,-68.85287974,-68.85124466,-32.87780832,-32.8781174,"false"
56,"Acequia",NA,NA,NA,0,135.214912248,-68.85299755,-68.85440785,-32.87779107,-32.8775259,"false"
57,"Acequia",NA,NA,NA,0,110.161555011,-68.85440785,-68.85466405,-32.8775259,-32.87849541,"false"
58,"Acequia",NA,NA,NA,0,135.873243938,-68.85466405,-68.85324447,-32.87849541,-32.87875259,"false"
59,"Acequia",NA,NA,NA,0,109.110109314,-68.85299755,-68.85324447,-32.87779107,-32.87875259,"false"
60,"Acequia",NA,NA,NA,0,109.593390542,-68.85453247,-68.85479421,-32.87750392,-32.87846712,"false"
61,"Acequia",NA,NA,NA,0,176.281849117,-68.85479421,-68.85663418,-32.87846712,-32.8781265,"false"
62,"Acequia",NA,NA,NA,0,109.26490524,-68.85663418,-68.85639214,-32.8781265,-32.87716267,"false"
63,"Acequia",NA,NA,NA,0,178.099703358,-68.85453247,-68.85639214,-32.87750392,-32.87716267,"false"
64,"Acequia",NA,NA,NA,0,126.791494217,-68.8564809,-68.85780229,-32.8771451,-32.87689259,"false"
65,"Acequia",NA,NA,NA,0,109.381510315,-68.85780229,-68.8580591,-32.87689259,-32.87785477,"false"
66,"Acequia",NA,NA,NA,0,126.761423154,-68.8580591,-68.85673731,-32.87785477,-32.87810463,"false"
67,"Acequia",NA,NA,NA,0,109.085538899,-68.85673731,-68.8564809,-32.87810463,-32.8771451,"false"
68,"Acequia",NA,NA,NA,0,111.590069928,-68.85817922,-68.85934433,-32.87783109,-32.87761698,"false"
69,"Acequia",NA,NA,NA,0,118.398880711,-68.85916435,-68.85792965,-32.87663428,-32.87686717,"false"
70,"Acequia",NA,NA,NA,0,109.422033715,-68.85792965,-68.85817922,-32.87686717,-32.87783109,"false"
71,"Acequia",NA,NA,NA,0,110.277849199,-68.85916435,-68.85934433,-32.87663428,-32.87761698,"false"
72,"Acequia",NA,NA,NA,0,108.474703177,-68.85935445,-68.85957726,-32.87772168,-32.87868155,"false"
73,"Acequia",NA,NA,NA,0,107.205814177,-68.85957726,-68.85845907,-32.87868155,-32.87889169,"false"
74,"Acequia",NA,NA,NA,0,108.766119989,-68.85845907,-68.85821426,-32.87889169,-32.87793296,"false"
75,"Acequia",NA,NA,NA,0,109.243682577,-68.85821426,-68.85935445,-32.87793296,-32.87772168,"false"
76,"Acequia",NA,NA,NA,0,108.041550664,-68.85809437,-68.85832357,-32.87795321,-32.87890802,"false"
77,"Acequia",NA,NA,NA,0,111.69721957,-68.85832357,-68.85715864,-32.87890802,-32.87912742,"false"
78,"Acequia",NA,NA,NA,0,128.129516417,-68.85675778,-68.85809437,-32.87820376,-32.87795321,"false"
79,"Acequia",NA,NA,NA,0,109.089459092,-68.85715864,-68.85675778,-32.87912742,-32.87820376,"false"
80,"Acequia",NA,NA,NA,0,176.5606084,-68.85666306,-68.85482261,-32.87822125,-32.87857163,"false"
81,"Acequia",NA,NA,NA,0,189.501728179,-68.85507984,-68.85705669,-32.87951819,-32.87914775,"false"
82,"Acequia",NA,NA,NA,0,109.154757374,-68.85666306,-68.85705669,-32.87822125,-32.87914775,"false"
83,"Acequia",NA,NA,NA,0,107.70105538,-68.85482261,-68.85507984,-32.87857163,-32.87951819,"false"
84,"Acequia",NA,NA,NA,0,108.185461618,-68.85469135,-68.85495125,-32.87858632,-32.87953685,"false"
85,"Acequia",NA,NA,NA,0,135.644101932,-68.85469135,-68.85327792,-32.87858632,-32.87885744,"false"
86,"Acequia",NA,NA,NA,0,135.795180452,-68.85353459,-68.85495125,-32.87980208,-32.87953685,"false"
87,"Acequia",NA,NA,NA,0,107.481989794,-68.85327792,-68.85353459,-32.87885744,-32.87980208,"false"
88,"Acequia",NA,NA,NA,0,155.47608157,-68.85154185,-68.85316352,-32.8791816,-32.87887682,"false"
89,"Acequia",NA,NA,NA,0,155.041591775,-68.85179918,-68.8534145,-32.8801418,-32.87983101,"false"
90,"Acequia",NA,NA,NA,0,109.177741821,-68.85179918,-68.85154185,-32.8801418,-32.8791816,"false"
91,"Acequia",NA,NA,NA,0,108.509782179,-68.85142957,-68.85167856,-32.87920113,-32.88015673,"false"
92,"Acequia",NA,NA,NA,0,59.1264245894,-68.85167856,-68.85106158,-32.88015673,-32.88027164,"false"
93,"Acequia",NA,NA,NA,0,109.597503435,-68.85106158,-68.85065611,-32.88027164,-32.87934452,"false"
94,"Acequia",NA,NA,NA,0,74.1071246997,-68.85065611,-68.85142957,-32.87934452,-32.87920113,"false"
95,"Acequia",NA,NA,NA,0,118.459069412,-68.85791104,-68.85914758,-32.8767646,-32.87653621,"false"
96,"Acequia",NA,NA,NA,0,141.492343856,-68.85886011,-68.85738481,-32.87450634,-32.87478538,"false"
97,"Acequia",NA,NA,NA,0,125.632186013,-68.85619676,-68.85750426,-32.87598456,-32.87572775,"false"
98,"Acequia",NA,NA,NA,0,126.583944661,-68.85778665,-68.8564661,-32.87679869,-32.87704582,"false"
99,"Acequia",NA,NA,NA,0,177.253303211,-68.85611018,-68.85426041,-32.87611132,-32.87645493,"false"
100,"Acequia",NA,NA,NA,0,178.779805879,-68.85449942,-68.85636603,-32.87740717,-32.87706404,"false"
101,"Acequia",NA,NA,NA,0,134.964917408,-68.85298044,-68.85438924,-32.87769277,-32.87743236,"false"
102,"Acequia",NA,NA,NA,0,72.9925223868,-68.8542134,-68.85438924,-32.87679113,-32.87743236,"false"
103,"Acequia",NA,NA,NA,0,106.105267607,-68.8552249,-68.85497475,-32.87616451,-32.87523134,"false"
104,"Acequia",NA,NA,NA,0,80.790982849,-68.85606593,-68.8552249,-32.87600013,-32.87616451,"false"
105,"Acequia",NA,NA,NA,0,106.780453167,-68.85425002,-68.85399886,-32.8763515,-32.87541229,"false"
106,"Acequia",NA,NA,NA,0,107.34403814,-68.85346423,-68.85321418,-32.87649488,-32.87555025,"false"
107,"Acequia",NA,NA,NA,0,108.99075276,-68.85336828,-68.85308648,-32.87650729,-32.87558077,"false"
108,"Acequia",NA,NA,NA,0,106.140727958,-68.85247593,-68.85272425,-32.87569608,-32.87662993,"false"
109,"Acequia",NA,NA,NA,0,61.786275506,-68.85272425,-68.85336828,-32.87662993,-32.87650729,"false"
110,"Acequia",NA,NA,NA,0,155.145920003,-68.85258842,-68.85097025,-32.87665532,-32.87695891,"false"
111,"Acequia",NA,NA,NA,0,153.293700459,-68.85259688,-68.85099853,-32.87677277,-32.87707523,"false"
112,"Acequia",NA,NA,NA,0,154.40571159,-68.8512409,-68.85284806,-32.87802446,-32.87770944,"false"
113,"Acequia",NA,NA,NA,0,110.38026993,-68.85112764,-68.85087392,-32.87806074,-32.87708875,"false"
114,"Acequia",NA,NA,NA,0,110.775841722,-68.84970891,-68.8508644,-32.87719682,-32.87697996,"false"
115,"Acequia",NA,NA,NA,0,89.2914839939,-68.84954015,-68.84932148,-32.87708735,-32.87630364,"false"
116,"Acequia",NA,NA,NA,0,109.522884532,-68.8486526,-68.84954015,-32.87644364,-32.87708735,"false"
117,"Acequia",NA,NA,NA,0,70.3996603835,-68.85483837,-68.85501359,-32.87525595,-32.87587328,"false"
118,"Acequia",NA,NA,NA,0,106.520254466,-68.84878573,-68.84902545,-32.87418052,-32.87511946,"false"
119,"Acequia",NA,NA,NA,0,139.940920039,-68.84902545,-68.84756236,-32.87511946,-32.87538007,"false"
120,"Acequia",NA,NA,NA,0,105.224705808,-68.84756236,-68.84711125,-32.87538007,-32.8745112,"false"
121,"Acequia",NA,NA,NA,0,160.94270282,-68.84711125,-68.84878573,-32.8745112,-32.87418052,"false"
122,"Acequia",NA,NA,NA,0,107.780600063,-68.84916548,-68.85028949,-32.87510236,-32.87489058,"false"
123,"Acequia",NA,NA,NA,0,108.011327207,-68.85028949,-68.8500391,-32.87489058,-32.87393984,"false"
124,"Acequia",NA,NA,NA,0,107.714914357,-68.8500391,-68.848918,-32.87393984,-32.87415972,"false"
125,"Acequia",NA,NA,NA,0,107.075952091,-68.848918,-68.84916548,-32.87415972,-32.87510236,"false"
126,"Acequia",NA,NA,NA,0,107.227219544,-68.85117708,-68.85094323,-32.87472268,-32.87377617,"false"
127,"Acequia",NA,NA,NA,0,74.2492827012,-68.85094323,-68.85016591,-32.87377617,-32.87391019,"false"
128,"Acequia",NA,NA,NA,0,108.167095473,-68.85016591,-68.8504199,-32.87391019,-32.87486168,"false"
129,"Acequia",NA,NA,NA,0,72.5187130689,-68.8504199,-68.85117708,-32.87486168,-32.87472268,"false"
130,"Acequia",NA,NA,NA,0,109.810740787,-68.85177936,-68.85202978,-32.8736056,-32.87457291,"false"
131,"Acequia",NA,NA,NA,0,72.6506519755,-68.85126969,-68.85202978,-32.87470606,-32.87457291,"false"
132,"Acequia",NA,NA,NA,0,109.604962212,-68.85126968,-68.85102941,-32.87470606,-32.87373878,"false"
133,"Acequia",NA,NA,NA,0,71.7221740285,-68.85102941,-68.85177936,-32.87373878,-32.8736056,"false"
134,"Acequia",NA,NA,NA,0,62.2503722923,-68.85215155,-68.85280278,-32.8745487,-32.87443438,"false"
135,"Acequia",NA,NA,NA,0,110.155619219,-68.85280278,-68.85255236,-32.87443438,-32.87346385,"false"
136,"Acequia",NA,NA,NA,0,62.1313439711,-68.85190372,-68.85255236,-32.87358325,-32.87346385,"false"
137,"Acequia",NA,NA,NA,0,109.553912928,-68.85190372,-68.85215155,-32.87358325,-32.8745487,"false"
138,"Acequia",NA,NA,NA,0,109.568756315,-68.85265846,-68.85290294,-32.87345115,-32.87441735,"false"
139,"Acequia",NA,NA,NA,0,61.7445076349,-68.85265846,-68.85330375,-32.87345115,-32.87333517,"false"
140,"Acequia",NA,NA,NA,0,109.371804393,-68.85330375,-68.85354255,-32.87333517,-32.87430056,"false"
141,"Acequia",NA,NA,NA,0,61.2433658468,-68.85354255,-68.85290294,-32.87430056,-32.87441735,"false"
142,"Acequia",NA,NA,NA,0,84.119050068,-68.85367251,-68.8545521,-32.87427391,-32.87411778,"false"
143,"Acequia",NA,NA,NA,0,110.139635835,-68.85367251,-68.85343265,-32.87427391,-32.87330163,"false"
144,"Acequia",NA,NA,NA,0,84.0963464781,-68.85343265,-68.85431292,-32.87330163,-32.87314927,"false"
145,"Acequia",NA,NA,NA,0,109.717554299,-68.85431292,-68.8545521,-32.87314927,-32.87411778,"false"
146,"Acequia",NA,NA,NA,0,108.548184972,-68.85438904,-68.85463984,-32.87314156,-32.87409718,"false"
147,"Acequia",NA,NA,NA,0,81.2556505742,-68.85463984,-68.85548801,-32.87409718,-32.87394055,"false"
148,"Acequia",NA,NA,NA,0,108.099553952,-68.85548801,-68.85523354,-32.87394055,-32.87298977,"false"
149,"Acequia",NA,NA,NA,0,80.8067098653,-68.85523354,-68.85438904,-32.87298977,-32.87314156,"false"
150,"Acequia",NA,NA,NA,0,65.7475759191,-68.85540919,-68.85609649,-32.87295182,-32.87282906,"false"
151,"Acequia",NA,NA,NA,0,61.3602150221,-68.85618357,-68.85554066,-32.87331958,-32.87342814,"false"
152,"Acequia",NA,NA,NA,0,54.2385566779,-68.85554066,-68.85540919,-32.87342814,-32.87295182,"false"
153,"Acequia",NA,NA,NA,0,55.1107694078,-68.85609649,-68.85618357,-32.87282906,-32.87331958,"false"
154,"Acequia",NA,NA,NA,0,50.7385617909,-68.85623836,-68.85676836,-32.87280505,-32.87270873,"false"
155,"Acequia",NA,NA,NA,0,110.715258826,-68.85676836,-68.85694723,-32.87270873,-32.87369557,"false"
156,"Acequia",NA,NA,NA,0,49.0512916023,-68.85643185,-68.85694723,-32.87377607,-32.87369557,"false"
157,"Acequia",NA,NA,NA,0,109.200123422,-68.85623836,-68.85643185,-32.87280505,-32.87377607,"false"
158,"Acequia",NA,NA,NA,0,53.6066497234,-68.85706304,-68.85762502,-32.87368639,-32.87359288,"false"
159,"Acequia",NA,NA,NA,0,105.498621631,-68.85706304,-68.85689896,-32.87368639,-32.87274525,"false"
160,"Acequia",NA,NA,NA,0,52.3274035768,-68.85688351,-68.8574338,-32.8726823,-32.87259873,"false"
161,"Acequia",NA,NA,NA,0,111.697115724,-68.8574338,-68.85762502,-32.87259873,-32.87359288,"false"
162,"Acequia",NA,NA,NA,0,114.022163772,-68.85868416,-68.85852218,-32.8734175,-32.87239849,"false"
163,"Acequia",NA,NA,NA,0,91.8223393227,-68.85852218,-68.85756515,-32.87239849,-32.87258091,"false"
164,"Acequia",NA,NA,NA,0,45.4521694207,-68.85756515,-68.85763879,-32.87258091,-32.87298601,"false"
165,"Acequia",NA,NA,NA,0,90.1389484312,-68.85773836,-68.85868416,-32.87357113,-32.8734175,"false"
166,"Acequia",NA,NA,NA,0,60.3446015846,-68.8576142,-68.85773836,-32.87303719,-32.87357113,"false"
167,"Acequia",NA,NA,NA,0,84.847172239,-68.85851345,-68.8576142,-32.87293989,-32.87303719,"false"
168,"Acequia",NA,NA,NA,0,81.3123679648,-68.85849916,-68.85763879,-32.87288385,-32.87298601,"false"
169,"Acequia",NA,NA,NA,0,60.7131597699,-68.856192,-68.85555586,-32.87337362,-32.87348098,"false"
170,"Acequia",NA,NA,NA,0,58.2203728556,-68.85567468,-68.85628417,-32.87391029,-32.87380511,"false"
171,"Acequia",NA,NA,NA,0,48.6239516108,-68.856192,-68.85628417,-32.87337362,-32.87380511,"false"
172,"Acequia",NA,NA,NA,0,48.8927363859,-68.85555586,-68.85567468,-32.87348098,-32.87391029,"false"
173,"Acequia",NA,NA,NA,0,143.207597999,-68.85884033,-68.85734701,-32.87440186,-32.87468376,"false"
174,"Acequia",NA,NA,NA,0,103.860290085,-68.85734701,-68.85709777,-32.87468376,-32.87377118,"false"
175,"Acequia",NA,NA,NA,0,44.9818104626,-68.85757001,-68.85709777,-32.87369567,-32.87377118,"false"
176,"Acequia",NA,NA,NA,0,43.8717488113,-68.85763222,-68.85809364,-32.87368301,-32.87361317,"false"
177,"Acequia",NA,NA,NA,0,52.3997222118,-68.85813753,-68.85868704,-32.87360778,-32.87351714,"false"
178,"Acequia",NA,NA,NA,0,129.556188164,-68.85809364,-68.85813753,-32.87361317,-32.87360778,"false"
179,"Acequia",NA,NA,NA,0,121.37338443,-68.85757001,-68.85763222,-32.87369567,-32.87368301,"false"
180,"Acequia",NA,NA,NA,0,99.1612180088,-68.85868704,-68.85884033,-32.87351714,-32.87440186,"false"
181,"Acequia",NA,NA,NA,0,101.941378969,-68.85697427,-68.85721956,-32.87380302,-32.87469861,"false"
182,"Acequia",NA,NA,NA,0,122.181234544,-68.85721956,-68.85594449,-32.87469861,-32.87493533,"false"
183,"Acequia",NA,NA,NA,0,105.325147473,-68.85594449,-68.85567833,-32.87493533,-32.87401256,"false"
184,"Acequia",NA,NA,NA,0,38.3056812226,-68.85567833,-68.85607923,-32.87401256,-32.87394293,"false"
185,"Acequia",NA,NA,NA,0,156.888953907,-68.85607923,-68.85658136,-32.87394293,-32.87386488,"false"
186,"Acequia",NA,NA,NA,0,37.4060738262,-68.85658136,-68.85697427,-32.87386488,-32.87380302,"false"
187,"Acequia",NA,NA,NA,0,35.517705541,-68.85614745,-68.85652003,-32.87393416,-32.87387321,"false"
188,"Acequia",NA,NA,NA,0,44.8374603692,-68.85614745,-68.85625818,-32.87393416,-32.87432751,"false"
189,"Acequia",NA,NA,NA,0,36.5316266587,-68.85625818,-68.85664829,-32.87432751,-32.87431592,"false"
190,"Acequia",NA,NA,NA,0,50.5431243064,-68.85652003,-68.85664829,-32.87387321,-32.87431592,"false"
191,"Acequia",NA,NA,NA,0,106.68135839,-68.85551781,-68.85577697,-32.87403975,-32.87497649,"false"
192,"Acequia",NA,NA,NA,0,80.5019274249,-68.85551781,-68.85467626,-32.87403975,-32.87419003,"false"
193,"Acequia",NA,NA,NA,0,106.501551943,-68.85467626,-68.85494338,-32.87419003,-32.87512352,"false"
194,"Acequia",NA,NA,NA,0,79.6973025118,-68.85577697,-68.85494338,-32.87497649,-32.87512352,"false"
195,"Acequia",NA,NA,NA,0,107.069223754,-68.85456649,-68.85482692,-32.8742125,-32.87515259,"false"
196,"Acequia",NA,NA,NA,0,85.4363133854,-68.85482692,-68.85393832,-32.87515259,-32.87532928,"false"
197,"Acequia",NA,NA,NA,0,108.750943131,-68.85393832,-68.85368974,-32.87532928,-32.87437138,"false"
198,"Acequia",NA,NA,NA,0,83.9217286234,-68.85368974,-68.85456649,-32.87437138,-32.8742125,"false"
199,"Acequia",NA,NA,NA,0,108.587081177,-68.85356971,-68.85382806,-32.87438728,-32.87534182,"false"
200,"Acequia",NA,NA,NA,0,108.663311731,-68.85292572,-68.85317573,-32.87450515,-32.87546198,"false"
201,"Acequia",NA,NA,NA,0,61.6702553813,-68.85356971,-68.85292572,-32.87438728,-32.87450515,"false"
202,"Acequia",NA,NA,NA,0,62.4854864456,-68.85382806,-68.85317573,-32.87534182,-32.87546198,"false"
203,"Acequia",NA,NA,NA,0,106.052418303,-68.85281892,-68.85307721,-32.87453278,-32.87546388,"false"
204,"Acequia",NA,NA,NA,0,64.3735587582,-68.85307721,-68.85240578,-32.87546388,-32.87558998,"false"
205,"Acequia",NA,NA,NA,0,62.1671578795,-68.85281892,-68.85216709,-32.87453278,-32.87464083,"false"
206,"Acequia",NA,NA,NA,0,107.607146428,-68.85216709,-68.85240578,-32.87464083,-32.87558998,"false"
207,"Acequia",NA,NA,NA,0,107.892825497,-68.85204963,-68.85230806,-32.87466559,-32.87561369,"false"
208,"Acequia",NA,NA,NA,0,153.871983024,-68.85230806,-68.85070192,-32.87561369,-32.87591055,"false"
209,"Acequia",NA,NA,NA,0,108.070847436,-68.85070192,-68.85044937,-32.87591055,-32.87495968,"false"
210,"Acequia",NA,NA,NA,0,72.5813025748,-68.85044937,-68.8512062,-32.87495968,-32.87481668,"false"
211,"Acequia",NA,NA,NA,0,162.207058738,-68.8512062,-68.85204963,-32.87481668,-32.87466559,"false"
212,"Acequia",NA,NA,NA,0,108.675698647,-68.85030325,-68.85055865,-32.87498668,-32.87594261,"false"
213,"Acequia",NA,NA,NA,0,109.357181225,-68.85055865,-68.84942186,-32.87594261,-32.87617092,"false"
214,"Acequia",NA,NA,NA,0,110.09701507,-68.84942186,-68.84918735,-32.87617092,-32.8751981,"false"
215,"Acequia",NA,NA,NA,0,107.030911162,-68.84918735,-68.85030325,-32.8751981,-32.87498668,"false"
216,"Acequia",NA,NA,NA,0,109.30588168,-68.8490602,-68.84930636,-32.87523139,-32.87619485,"false"
217,"Acequia",NA,NA,NA,0,75.4656220891,-68.84930636,-68.84852133,-32.87619485,-32.87635046,"false"
218,"Acequia",NA,NA,NA,0,127.316036612,-68.84852133,-68.84762531,-32.87635046,-32.87548687,"false"
219,"Acequia",NA,NA,NA,0,137.240084831,-68.84762531,-68.8490602,-32.87548687,-32.87523139,"false"
220,"Acequia",NA,NA,NA,0,115.448861979,-68.84549744,-68.84670147,-32.87136306,-32.8711366,"false"
221,"Acequia",NA,NA,NA,0,109.414552779,-68.84670147,-68.84694907,-32.8711366,-32.87210081,"false"
222,"Acequia",NA,NA,NA,0,115.233860266,-68.84694907,-68.84574534,-32.87210081,-32.87231941,"false"
223,"Acequia",NA,NA,NA,0,108.56905327,-68.84574534,-68.84549744,-32.87231941,-32.87136306,"false"
224,"Acequia",NA,NA,NA,0,70.4899975716,-68.84697187,-68.84712379,-32.87218207,-32.87280461,"false"
225,"Acequia",NA,NA,NA,0,114.817266264,-68.84712379,-68.84592489,-32.87280461,-32.87302435,"false"
226,"Acequia",NA,NA,NA,0,70.913470396,-68.84592489,-68.8457612,-32.87302435,-32.87240003,"false"
227,"Acequia",NA,NA,NA,0,115.853211647,-68.8457612,-68.84697187,-32.87240003,-32.87218207,"false"
228,"Acequia",NA,NA,NA,0,108.355736154,-68.84616413,-68.84729517,-32.87371477,-32.87350588,"false"
229,"Acequia",NA,NA,NA,0,70.0115463167,-68.84729517,-68.84714255,-32.87350588,-32.87288787,"false"
230,"Acequia",NA,NA,NA,0,113.459597117,-68.84714255,-68.8459563,-32.87288787,-32.87309898,"false"
231,"Acequia",NA,NA,NA,0,71.449500474,-68.8459563,-68.84616413,-32.87309898,-32.87371477,"false"
232,"Acequia",NA,NA,NA,0,79.1196841774,-68.8473224,-68.84750308,-32.873591,-32.87428793,"false"
233,"Acequia",NA,NA,NA,0,42.4732752938,-68.84750308,-68.84706203,-32.87428793,-32.87437822,"false"
234,"Acequia",NA,NA,NA,0,110.002865928,-68.84617397,-68.8473224,-32.87380233,-32.873591,"false"
235,"Acequia",NA,NA,NA,0,108.332402369,-68.84617397,-68.84706203,-32.87380233,-32.87437822,"false"
236,"Acequia",NA,NA,NA,0,81.2487134759,-68.84742841,-68.84761652,-32.87357352,-32.87428873,"false"
237,"Acequia",NA,NA,NA,0,109.62632702,-68.84761652,-68.8487594,-32.87428873,-32.87407194,"false"
238,"Acequia",NA,NA,NA,0,80.066387478,-68.8487594,-68.84859205,-32.87407194,-32.87336394,"false"
239,"Acequia",NA,NA,NA,0,111.354123333,-68.84859205,-68.84742841,-32.87336394,-32.87357352,"false"
240,"Acequia",NA,NA,NA,0,108.912190378,-68.84742978,-68.84856692,-32.87348763,-32.8732788,"false"
241,"Acequia",NA,NA,NA,0,70.8286587975,-68.84856692,-68.84840994,-32.8732788,-32.87265403,"false"
242,"Acequia",NA,NA,NA,0,108.537240585,-68.84840994,-68.84727824,-32.87265403,-32.87286793,"false"
